month,calendar_year,demand_notice_deposits_B,fixed_term_deposits_B,total_deposits_B,all_12_months_flag,cpi_all_items,boc_bank_rate,boc_target_rate
2017-10-31,2017,220436.91,195715.482,416152.392,True,131.45833333333334,1.287741935483871,1.1132258064516127
2017-11-30,2017,226712.092,211075.851,437787.943,True,131.84166666666667,1.2846666666666666,1.1039999999999999
2017-12-31,2017,226895.924,216673.619,443569.543,True,131.24166666666667,1.2919354838709676,1.1258064516129032
2018-01-31,2018,226901.082,195445.024,422346.106,True,132.13333333333333,1.372258064516129,1.1893548387096773
2018-02-28,2018,227635.204,216908.722,444543.926,True,132.96666666666667,1.4657142857142857,1.2899999999999998
2018-03-31,2018,230057.757,202367.351,432425.108,True,133.4,1.4651612903225808,1.2906451612903225
2018-04-30,2018,223778.574,201923.585,425702.159,True,133.67499999999998,1.464,1.292
2018-05-31,2018,223899.274,210458.039,434357.313,True,133.81666666666666,1.469032258064516,1.2861290322580645
2018-06-30,2018,224481.143,223373.153,447854.296,True,133.98333333333332,1.464,1.292
2018-07-31,2018,224788.111,211128.991,435917.102,True,134.74166666666667,1.5861290322580646,1.4116129032258065
2018-08-31,2018,224361.608,212754.863,437116.471,True,134.65,1.654516129032258,1.4716129032258063
